Datum: 27.07.2015 14:57
_KM.M____   RK1-i    RYCH   SL_D1   SP_D1   SK_D2   K70-i   PKcel   ZKS_%   ZKS_b   VK_D2   VL_D1   VP_D1
000.041      0.25   33.20   -0.39   -0.73    0.82    0.14    2.02    4.17    3.00    0.12   -1.94   -2.31
000.04125    0.17   33.20   -0.49   -0.75    0.83    0.14    1.96    4.04   13.50    0.06   -1.59   -1.92
000.04150    0.08   33.20   -0.60   -0.76    0.84    0.14    1.88    3.93   13.50    0.00   -1.22   -1.50
000.04175   -0.02   33.20   -0.68   -0.74    0.85    0.14    1.74    3.70   13.50   -0.04   -0.87   -1.08
000.042     -0.10   33.20   -0.74   -0.70    0.86    0.14    1.78    3.37   13.50   -0.10   -0.56   -0.69
000.04225   -0.16   33.20   -0.76   -0.67    0.87    0.14    1.61    3.17    1.50   -0.16   -0.28   -0.34
000.04250   -0.18   33.20   -0.74   -0.66    0.87    0.14    1.67    2.66    6.00   -0.21   -0.06   -0.07
000.04275   -0.16   33.20   -0.68   -0.68    0.87    0.15    1.67    2.40    6.00   -0.26    0.12    0.14
000.043     -0.08   33.20   -0.61   -0.70    0.88    0.15    1.67    2.03    6.00   -0.32    0.27    0.30
000.04325    0.04   33.20   -0.52   -0.70    0.88    0.15    1.76    1.67    4.50   -0.37    0.39    0.42
000.04350    0.15   33.20   -0.46   -0.67    0.88    0.15    1.76    1.20    6.00   -0.42    0.52    0.52
000.04375    0.14   33.20   -0.42   -0.60    0.88    0.15    1.76    0.81   13.50   -0.46    0.63    0.61
000.044      0.12   33.20   -0.40   -0.52    0.87    0.15    1.70    1.41   13.50   -0.51    0.74    0.68
000.04425    0.09   33.20   -0.41   -0.45    0.87    0.15    1.81    2.00   13.50   -0.55    0.83    0.73
000.04450   -0.00   33.20   -0.44   -0.42    0.87    0.15    1.78    2.52   13.50   -0.59    0.90    0.76
000.04475   -0.09   33.20   -0.47   -0.43    0.86    0.15    1.75    3.00   13.50   -0.63    0.94    0.77
000.045     -0.11   33.20   -0.50   -0.47    0.85    0.15    1.74    3.37   13.50   -0.66    0.93    0.74
000.04525   -0.12   33.20   -0.51   -0.52    0.84    0.15    1.65    3.59   13.50   -0.70    0.88    0.69
000.04550   -0.16   33.20   -0.50   -0.56    0.83    0.16    1.66    3.67   13.50   -0.73    0.79    0.63
000.04575   -0.12   33.20   -0.45   -0.56    0.82    0.16    1.58    3.67   13.50   -0.75    0.67    0.54
000.046     -0.05   33.20   -0.36   -0.53    0.81    0.16    1.61    3.83   18.00   -0.77    0.50    0.42
000.04625    0.00   33.20   -0.23   -0.44    0.80    0.16    1.78    4.36   18.00   -0.79    0.32    0.26
000.04650    0.07   33.20   -0.10   -0.33    0.78    0.16    1.85    4.83   18.00   -0.81    0.15    0.08
000.04675    0.14   33.20    0.03   -0.21    0.77    0.16    2.01    5.22   18.00   -0.82   -0.01   -0.14
000.047      0.14   33.20    0.13   -0.09    0.75    0.16    2.06    5.48   16.50   -0.83   -0.13   -0.35
000.04725    0.10   33.20    0.18    0.01    0.74    0.16    2.11    5.79   16.50   -0.83   -0.21   -0.54
000.04750    0.05   33.20    0.19    0.09    0.72    0.16    2.15    5.97   16.50   -0.83   -0.26   -0.69
000.04775   -0.08   33.20    0.15    0.14    0.70    0.16    2.17    6.06   16.50   -0.83   -0.27   -0.79
000.048     -0.24   33.20    0.08    0.20    0.68    0.16    2.20    6.00   16.50   -0.82   -0.24   -0.83
000.04825   -0.39   33.20    0.00    0.26    0.66    0.16    2.15    5.93   15.00   -0.81   -0.19   -0.82
000.04850   -0.54   33.20   -0.07    0.34    0.64    0.16    2.19    5.97   15.00   -0.80   -0.12   -0.80
000.04875   -0.74   33.20   -0.10    0.43    0.62    0.16    2.21    5.77   15.00   -0.78   -0.02   -0.76
