Datum: 09.04.2015 07:08
_KM.M____   RK1-i    RYCH   SL_D1   SP_D1   SK_D2   K70-i   PKcel   ZKS_%   ZKS_b   VK_D2   VL_D1   VP_D1
000.02275   -1.08   33.10    0.03    0.30   -0.11    0.08    1.66    5.33    3.00   -0.85   -0.02    0.44
000.023     -0.86   33.10    0.13    0.16   -0.13    0.08    1.73    5.75    3.00   -0.82    0.05    0.42
000.02325   -0.64   33.10    0.20    0.01   -0.14    0.08    1.80    6.00    3.00   -0.80    0.14    0.40
000.02350   -0.44   33.10    0.23   -0.13   -0.16    0.08    1.90    6.08    3.00   -0.77    0.25    0.39
000.02375   -0.24   33.10    0.25   -0.25   -0.18    0.08    1.99    6.50    1.50   -0.74    0.35    0.37
000.024     -0.11   33.10    0.25   -0.34   -0.19    0.08    2.09    6.33    1.50   -0.71    0.42    0.35
000.02425   -0.01   33.10    0.26   -0.37   -0.21    0.08    2.14    6.90    7.50   -0.67    0.45    0.33
000.02450    0.05   33.10    0.29   -0.35   -0.23    0.08    2.14    7.67    7.50   -0.64    0.45    0.34
000.02475    0.07   33.10    0.32   -0.27   -0.24    0.08    2.20    8.33    7.50   -0.60    0.42    0.37
000.025      0.02   33.10    0.34   -0.16   -0.25    0.08    2.26    8.71    7.50   -0.56    0.39    0.41
000.02525   -0.06   33.10    0.31   -0.04   -0.27    0.09    2.26    8.95    7.50   -0.52    0.36    0.46
000.02550   -0.23   33.10    0.23    0.06   -0.28    0.09    2.26    8.90    7.50   -0.48    0.36    0.49
000.02575   -0.46   33.10    0.08    0.12   -0.29    0.09    2.39    8.76    7.50   -0.43    0.37    0.51
000.026     -0.70   33.10   -0.13    0.15   -0.30    0.09    2.38    8.38    7.50   -0.38    0.36    0.48
000.02625   -0.98   33.10   -0.36    0.14   -0.31    0.09    2.38    7.97    6.00   -0.34    0.32    0.42
000.02650   -1.33   33.10   -0.61    0.11   -0.31    0.09    2.41    7.55    6.00   -0.29    0.26    0.34
000.02675   -1.55   33.10   -0.85    0.03   -0.32    0.09    2.43    7.08    3.00   -0.24    0.18    0.23
000.027     -1.73   33.10   -1.06   -0.09   -0.33    0.09    2.42    7.67    3.00   -0.19    0.10    0.10
000.02725   -1.83   33.10   -1.21   -0.26   -0.33    0.09    2.60    7.83    3.00   -0.14    0.04   -0.03
000.02750   -1.84   33.10   -1.31   -0.45   -0.33    0.09    2.77    8.08    3.00   -0.08    0.01   -0.18
000.02775   -1.68   33.10   -1.33   -0.63   -0.33    0.09    2.91    7.92    3.00   -0.03   -0.02   -0.35
000.028     -1.51   33.10   -1.28   -0.76   -0.33    0.10    3.02    7.50    3.00    0.01   -0.06   -0.52
000.02825   -1.32   33.10   -1.19   -0.81   -0.33    0.10    3.15    6.50    3.00    0.06   -0.11   -0.68
000.02850   -1.13   33.10   -1.07   -0.80   -0.33    0.10    3.24    5.33    3.00    0.12   -0.18   -0.84
000.02875   -1.00   33.10   -0.94   -0.73   -0.33    0.10    3.40    5.67    1.50    0.17   -0.25   -0.94
000.029     -0.95   33.10   -0.79   -0.64   -0.32    0.10    3.50    3.17    1.50    0.22   -0.27   -0.99
000.02925   -0.89   33.10   -0.62   -0.54   -0.31    0.10    3.48    3.07    9.00    0.27   -0.25   -0.98
000.02950   -0.79   33.10   -0.44   -0.46   -0.30    0.10    3.47    3.56    9.00    0.32   -0.18   -0.93
000.02975   -0.66   33.10   -0.24   -0.41   -0.29    0.10    3.34    3.87    9.00    0.37   -0.09   -0.83
000.030     -0.51   33.10   -0.05   -0.36   -0.28    0.10    3.34    5.25    3.00    0.42    0.01   -0.72
000.03025   -0.31   33.10    0.13   -0.30   -0.27    0.10    3.20    7.00    3.00    0.47    0.07   -0.60
000.03050   -0.17   33.10    0.30   -0.22   -0.26    0.11    3.10    8.67    3.00    0.52    0.11   -0.47
000.03075   -0.10   33.10    0.42   -0.11   -0.24    0.11    2.94    9.92    3.00    0.56    0.12   -0.34
000.031     -0.09   33.10    0.52    0.02   -0.22    0.11    2.75   11.08    3.00    0.61    0.12   -0.20
000.03125   -0.07   33.10    0.56    0.12   -0.21    0.11    2.70   11.83    3.00    0.65    0.10   -0.06
000.03150   -0.11   33.10    0.56    0.19   -0.19    0.11    2.66   13.17    1.50    0.69    0.09    0.07
000.03175   -0.14   33.10    0.53    0.19   -0.17    0.11    2.46   13.67    1.50    0.73    0.06    0.19
000.032     -0.10   33.10    0.49    0.13   -0.14    0.11    2.32   13.83    1.50    0.76    0.00    0.29
000.03225   -0.04   33.10    0.47    0.03   -0.12    0.11    2.26   13.33    1.50    0.80   -0.07    0.39
000.03250    0.01   33.10    0.48   -0.05   -0.10    0.11    2.06   12.50    1.50    0.83   -0.14    0.49
000.03275    0.11   33.10    0.49   -0.10   -0.07    0.12    1.73   11.67    1.50    0.85   -0.18    0.61
000.033      0.18   33.10    0.47   -0.09   -0.05    0.12    1.63   10.83    1.50    0.88   -0.16    0.74
000.03325    0.15   33.10    0.41   -0.02   -0.02    0.12    1.55    9.67    1.50    0.90   -0.09    0.87
000.03350    0.04   33.10    0.30    0.08    0.00    0.12    1.47    8.17    3.00    0.92    0.02    0.99
000.03375   -0.16   33.10    0.19    0.19    0.02    0.12    1.50    7.08    3.00    0.94    0.12    1.06
000.034     -0.36   33.10    0.09    0.30    0.05    0.12    1.50    5.92    3.00    0.96    0.17    1.07
000.03425   -0.53   33.10    0.04    0.38    0.08    0.12    1.48    4.50    3.00    0.97    0.17    1.02
000.03450   -0.64   33.10    0.03    0.44    0.11    0.12    1.38    3.89   10.50    0.98    0.13    0.95
000.03475   -0.68   33.20    0.04    0.47    0.14    0.12    1.28    3.98   10.50    0.98    0.06    0.89
000.035     -0.66   33.20    0.05    0.49    0.17    0.13    1.15    4.09   12.00    0.98    0.00    0.86
000.03525   -0.65   33.20    0.04    0.51    0.20    0.13    1.20    4.29   12.00    0.98   -0.02    0.87
000.03550   -0.64   33.20    0.02    0.57    0.23    0.13    1.20    4.40   12.00    0.98   -0.02    0.93
000.03575   -0.71   33.20    0.00    0.66    0.26    0.13    1.25    4.41   13.50    0.97   -0.00    0.98
000.036     -0.84   33.20   -0.03    0.78    0.30    0.13    1.32    4.92    3.00    0.96    0.03    1.01
000.03625   -0.98   33.20   -0.04    0.90    0.33    0.13    1.49    6.08    3.00    0.95    0.06    1.00
000.03650   -1.13   33.20   -0.04    1.02    0.36    0.13    1.50    7.00    3.00    0.93    0.12    0.96
000.03675   -1.28   33.20   -0.02    1.09    0.39    0.13    1.68    7.67    3.00    0.91    0.22    0.92
000.037     -1.32   33.20    0.04    1.11    0.42    0.14    1.81    8.25    3.00    0.89    0.37    0.89
000.03725   -1.25   33.20    0.14    1.07    0.45    0.14    1.96    8.25    3.00    0.86    0.54    0.87
000.03750   -1.09   33.20    0.28    0.97    0.48    0.14    2.04    9.00    1.50    0.83    0.71    0.86
000.03775   -0.85   33.20    0.42    0.85    0.51    0.14    2.08    8.67    1.50    0.80    0.83    0.83
000.038     -0.55   33.20    0.55    0.73    0.54    0.14    2.09    7.83    1.50    0.77    0.90    0.75
000.03825   -0.33   33.20    0.63    0.64    0.56    0.14    2.11    7.17    1.50    0.73    0.92    0.64
000.03850   -0.14   33.20    0.68    0.61    0.59    0.14    2.25    5.67    1.50    0.70    0.92    0.53
000.03875   -0.02   33.20    0.69    0.62    0.62    0.14    2.46    4.58    6.00    0.66    0.91    0.42
000.039      0.03   33.20    0.69    0.61    0.64    0.14    2.51    4.22    6.00    0.61    0.87    0.33
000.03925    0.07   33.20    0.68    0.55    0.67    0.15    2.50    3.54    6.00    0.57    0.76    0.21
000.03950    0.21   33.20    0.68    0.42    0.69    0.15    2.57    3.19    7.50    0.52    0.54    0.02
000.03975    0.35   33.20    0.67    0.22    0.72    0.15    2.44    3.16    9.00    0.47    0.18   -0.27
000.040      0.57   33.20    0.63   -0.03    0.74    0.15    2.45    3.24    9.00    0.42   -0.32   -0.69
000.04025    0.77   33.20    0.56   -0.26    0.76    0.15    2.30    3.11    9.00    0.37   -0.89   -1.19
000.04050    0.90   33.20    0.47   -0.44    0.78    0.15    2.22    3.02   10.50    0.32   -1.47   -1.73
000.04075    0.96   33.20    0.34   -0.55    0.80    0.15    2.15    2.98   10.50    0.27   -1.95   -2.20
000.041      0.94   33.20    0.19   -0.61    0.81    0.15    2.28    3.07   13.50    0.21   -2.27   -2.55
000.04125    0.84   33.20    0.03   -0.62    0.83    0.15    2.30    3.41   13.50    0.16   -2.39   -2.72
000.04150    0.72   33.20   -0.12   -0.65    0.84    0.15    2.33    3.70   13.50    0.10   -2.33   -2.71
000.04175    0.61   33.20   -0.27   -0.68    0.86    0.16    2.36    3.93   13.50    0.05   -2.10   -2.52
000.042      0.46   33.20   -0.40   -0.71    0.87    0.16    2.27    4.04   13.50    0.00   -1.76   -2.19
000.04225    0.34   33.20   -0.50   -0.72    0.88    0.16    2.14    4.11   13.50   -0.05   -1.35   -1.77
000.04250    0.26   33.20   -0.59   -0.72    0.89    0.16    2.10    4.00   13.50   -0.11   -0.95   -1.31
000.04275    0.17   33.20   -0.65   -0.68    0.89    0.16    2.11    3.74   13.50   -0.16   -0.60   -0.87
000.043      0.13   33.20   -0.68   -0.63    0.90    0.16    2.02    3.33   13.50   -0.22   -0.30   -0.48
000.04325    0.11   33.20   -0.68   -0.60    0.90    0.16    1.95    2.97   15.00   -0.27   -0.07   -0.16
000.04350    0.11   33.20   -0.65   -0.60    0.91    0.16    1.94    2.53   15.00   -0.32    0.10    0.08
000.04375    0.16   33.20   -0.58   -0.62    0.91    0.16    1.93    1.93   15.00   -0.37    0.23    0.25
000.044      0.28   33.20   -0.48   -0.65    0.91    0.16    1.94    1.37   13.50   -0.42    0.35    0.37
000.04425    0.39   33.20   -0.38   -0.66    0.91    0.16    2.02    1.06    4.50   -0.46    0.46    0.46
000.04450    0.51   33.20   -0.30   -0.62    0.91    0.17    2.07    0.72    4.50   -0.51    0.57    0.53
000.04475    0.55   33.20   -0.25   -0.54    0.90    0.17    2.07    0.63   13.50   -0.55    0.68    0.59
000.045      0.57   33.20   -0.22   -0.44    0.90    0.17    2.06    1.26   13.50   -0.59    0.77    0.63
000.04525    0.54   33.20   -0.22   -0.35    0.89    0.17    2.13    1.85   13.50   -0.63    0.84    0.66
000.04550    0.46   33.20   -0.25   -0.31    0.88    0.17    2.13    2.30   13.50   -0.66    0.90    0.68
000.04575    0.38   33.20   -0.29   -0.33    0.87    0.17    2.02    2.74   13.50   -0.69    0.94    0.68
000.046      0.37   33.20   -0.33   -0.38    0.86    0.17    2.03    3.04   13.50   -0.72    0.95    0.67
000.04625    0.35   33.20   -0.36   -0.44    0.85    0.17    2.01    3.30   13.50   -0.75    0.91    0.64
000.04650    0.33   33.20   -0.37   -0.49    0.84    0.17    1.94    3.30   13.50   -0.77    0.82    0.60
000.04675    0.36   33.20   -0.34   -0.50    0.82    0.17    1.92    3.28   18.00   -0.79    0.67    0.52
000.047      0.40   33.20   -0.28   -0.46    0.81    0.17    1.99    3.83   18.00   -0.80    0.48    0.40
000.04725    0.39   33.20   -0.19   -0.40    0.79    0.17    2.06    4.33   18.00   -0.82    0.26    0.24
000.04750    0.40   33.20   -0.09   -0.32    0.78    0.17    2.16    4.72   18.00   -0.83    0.08    0.05
000.04775    0.40   33.20    0.01   -0.23    0.76    0.18    2.27    5.00   16.50   -0.83   -0.08   -0.17
000.048      0.38   33.20    0.07   -0.15    0.74    0.18    2.32    5.27   16.50   -0.83   -0.19   -0.38
000.04825    0.29   33.20    0.08   -0.07    0.72    0.18    2.40    5.42   16.50   -0.83   -0.26   -0.56
000.04850    0.23   33.20    0.05    0.01    0.70    0.18    2.43    5.45   16.50   -0.82   -0.30   -0.71
000.04875    0.10   33.20   -0.03    0.09    0.67    0.18    2.43    5.48   16.50   -0.81   -0.32   -0.81
000.049     -0.06   33.20   -0.13    0.20    0.65    0.18    2.38    5.47   15.00   -0.80   -0.31   -0.87
000.04925   -0.22   33.20   -0.20    0.30    0.63    0.18    2.46    5.57   15.00   -0.78   -0.26   -0.89
000.04950   -0.36   33.20   -0.24    0.42    0.60    0.18    2.46    5.63   15.00   -0.76   -0.19   -0.87
000.04975   -0.54   33.20   -0.22    0.51    0.58    0.18    2.41    5.50   15.00   -0.73   -0.08   -0.82
000.050     -0.65   33.20   -0.16    0.57    0.55    0.18    2.40    5.41   13.50   -0.70    0.05   -0.72
000.05025   -0.68   33.20   -0.06    0.60    0.53    0.18    2.43    5.48   13.50   -0.67    0.17   -0.58
000.05050   -0.65   33.20    0.05    0.59    0.50    0.18    2.31    5.71   12.00   -0.63    0.27   -0.40
000.05075   -0.60   33.20    0.16    0.55    0.48    0.18    2.25    5.92    3.00   -0.59    0.33   -0.20
000.051     -0.45   33.20    0.25    0.48    0.45    0.18    2.22    6.50    3.00   -0.55    0.36    0.01
000.05125   -0.33   33.20    0.31    0.39    0.42    0.18    2.11    6.83    3.00   -0.50    0.34    0.19
000.05150   -0.20   33.20    0.34    0.31    0.39    0.18    2.02    7.00    3.00   -0.45    0.33    0.34
000.05175   -0.13   33.20    0.34    0.24    0.36    0.18    1.97    6.83    3.00   -0.40    0.32    0.44
000.052     -0.08   33.20    0.32    0.20    0.34    0.18    1.74    6.98    9.00   -0.34    0.33    0.50
000.05225   -0.11   33.20    0.29    0.19    0.31    0.18    1.59    7.62    7.50   -0.28    0.35    0.54
000.05250   -0.12   33.20    0.27    0.22    0.28    0.18    1.56    8.24    7.50   -0.22    0.38    0.58
